# wl	flux	err
3.334000000000000000e+03	1.138349706365146380e-15	3.472922463737041961e-17
3.335000000000000000e+03	1.046867429011247715e-15	3.795166676853570302e-17
3.336000000000000000e+03	1.078084580288021519e-15	3.629446367888487127e-17
3.337000000000000000e+03	1.090469156637711036e-15	3.339576960154084236e-17
3.338000000000000000e+03	1.114755697467261661e-15	3.012176378182153939e-17
3.339000000000000000e+03	1.214095487851450718e-15	2.589062686168671318e-17
3.340000000000000000e+03	1.100515917088265813e-15	2.625022380103676250e-17
3.341000000000000000e+03	1.081503910627918694e-15	2.429043155082217029e-17
3.342000000000000000e+03	1.107066939461837335e-15	2.282822069304286393e-17
3.343000000000000000e+03	1.118718141975991948e-15	2.275862004999105334e-17
3.344000000000000000e+03	1.143654263441421060e-15	2.131103563341672969e-17
3.345000000000000000e+03	1.154689980888278321e-15	2.295485763841738263e-17
3.346000000000000000e+03	1.129043744571111529e-15	2.129822720724808598e-17
3.347000000000000000e+03	1.161226764137959751e-15	2.188482116386806037e-17
3.348000000000000000e+03	1.152032714326106116e-15	2.458375816731444189e-17
3.349000000000000000e+03	1.089886635023857580e-15	2.461650764024948198e-17
3.350000000000000000e+03	1.037257739158453076e-15	2.586568433292701798e-17
3.351000000000000000e+03	1.057814733389631438e-15	2.814670580791524306e-17
3.352000000000000000e+03	1.148938494795804897e-15	2.701312471473588049e-17
3.353000000000000000e+03	1.114998126754395411e-15	2.527570165717518003e-17
3.354000000000000000e+03	1.151162574640627792e-15	2.469863433899145062e-17
3.355000000000000000e+03	1.168500974887799502e-15	2.525697004003172628e-17
3.356000000000000000e+03	1.130722496028765641e-15	2.531555320710297930e-17
3.357000000000000000e+03	1.211977221264073605e-15	2.774819308997616555e-17
3.358000000000000000e+03	1.153390835970137631e-15	2.796380314569012215e-17
3.359000000000000000e+03	1.099167173056917446e-15	2.657349114312869874e-17
3.360000000000000000e+03	1.075223212181273728e-15	2.580280848746467283e-17
3.361000000000000000e+03	1.050831663104841798e-15	2.486934581844252225e-17
3.362000000000000000e+03	1.074579412890649942e-15	2.420983149923658722e-17
3.363000000000000000e+03	1.133646848223857353e-15	2.158509127535269148e-17
3.364000000000000000e+03	1.128006936421397704e-15	2.075346060806562842e-17
3.365000000000000000e+03	1.128221815784537048e-15	1.906744553006524176e-17
3.366000000000000000e+03	1.131833344723545158e-15	1.878997611087922462e-17
3.367000000000000000e+03	1.129253868985341123e-15	2.149395185882784838e-17
3.368000000000000000e+03	1.121673653587658613e-15	2.115842816647325060e-17
3.369000000000000000e+03	1.099156335362605206e-15	2.262523863786724139e-17
3.370000000000000000e+03	1.129919387083382775e-15	2.439690055919990689e-17
3.371000000000000000e+03	1.140223742285261741e-15	2.345112621362493481e-17
3.372000000000000000e+03	1.145369134899243205e-15	2.291191991904870710e-17
3.373000000000000000e+03	1.123466146595968553e-15	2.206203788090446592e-17
3.374000000000000000e+03	1.100773894726895986e-15	2.109327828009524875e-17
3.375000000000000000e+03	1.155107828851038828e-15	1.899895616845543027e-17
3.376000000000000000e+03	1.143022218377395138e-15	1.785201934109279521e-17
3.377000000000000000e+03	1.132740360210116333e-15	1.846494732882746205e-17
3.378000000000000000e+03	1.171094518904214457e-15	1.625799489484263058e-17
3.379000000000000000e+03	1.145561690979630066e-15	1.587161449435233621e-17
3.380000000000000000e+03	1.124728276477571334e-15	1.632914841891558741e-17
3.381000000000000000e+03	1.145771112611997616e-15	1.611103117133308394e-17
3.382000000000000000e+03	1.193032288616380732e-15	1.973001424967160290e-17
3.383000000000000000e+03	1.213326444103735471e-15	2.091729086554192679e-17
3.384000000000000000e+03	1.177826746785801866e-15	2.200529170071372719e-17
3.385000000000000000e+03	1.188076375571171417e-15	2.233109043437534131e-17
3.386000000000000000e+03	1.205838763376629483e-15	2.015604263089011378e-17
3.387000000000000000e+03	1.204442089894617375e-15	1.956829916278634101e-17
3.388000000000000000e+03	1.169897428409859752e-15	1.948526111325589543e-17
3.389000000000000000e+03	1.191476355139223746e-15	2.106349378380963856e-17
3.390000000000000000e+03	1.221105715385016402e-15	2.257057415263002464e-17
3.391000000000000000e+03	1.169983543766443495e-15	2.267934517618240147e-17
3.392000000000000000e+03	1.107348339229038586e-15	2.065783338905417953e-17
3.393000000000000000e+03	1.110772505707694065e-15	1.644534195331311097e-17
3.394000000000000000e+03	1.151690979051658444e-15	1.543183004831661706e-17
3.395000000000000000e+03	1.169925810910113980e-15	1.616785654300271435e-17
3.396000000000000000e+03	1.233569855631182275e-15	1.548847451185727869e-17
3.397000000000000000e+03	1.197814734068026482e-15	1.704996063210708396e-17
3.398000000000000000e+03	1.219507963445336536e-15	1.899042422930097662e-17
3.399000000000000000e+03	1.202884252696344874e-15	2.001616682730271755e-17
3.400000000000000000e+03	1.265855766731002017e-15	2.216378569812203658e-17
3.401000000000000000e+03	1.236515699283757892e-15	2.285475884820232432e-17
3.402000000000000000e+03	1.194497527767626225e-15	2.335762483512221113e-17
3.403000000000000000e+03	1.128902094111103723e-15	2.044649920927591912e-17
3.404000000000000000e+03	1.138681037864255938e-15	1.963469994713093270e-17
3.405000000000000000e+03	1.159479152328267164e-15	2.085448844258266626e-17
3.406000000000000000e+03	1.266465244762391266e-15	2.150541120522664383e-17
3.407000000000000000e+03	1.170335452737190784e-15	2.427474723937819244e-17
3.408000000000000000e+03	1.239669681074020066e-15	2.415241885382355908e-17
3.409000000000000000e+03	1.107906406901616805e-15	2.289295972550005319e-17
3.410000000000000000e+03	1.141977838802330730e-15	2.214780144844115149e-17
3.411000000000000000e+03	1.200211681785355252e-15	1.837980002309580566e-17
3.412000000000000000e+03	1.218110189291225982e-15	1.703871397159606259e-17
3.413000000000000000e+03	1.135402076916272405e-15	1.722472629266518037e-17
3.414000000000000000e+03	1.173501515737014365e-15	1.545811368300650843e-17
3.415000000000000000e+03	1.200863936340155791e-15	1.638613198496250768e-17
3.416000000000000000e+03	1.230658324044737830e-15	1.668174304624510799e-17
3.417000000000000000e+03	1.255619672479815750e-15	1.793414797657029073e-17
3.418000000000000000e+03	1.204963381342003805e-15	1.970323797213324662e-17
3.419000000000000000e+03	1.289725790849891449e-15	2.061885706915984378e-17
3.420000000000000000e+03	1.298128809177739977e-15	2.297888678168464775e-17
3.421000000000000000e+03	1.258475812462444161e-15	2.439264081557327895e-17
3.422000000000000000e+03	1.264267242010145811e-15	2.686212245729945565e-17
3.423000000000000000e+03	1.201083055408125893e-15	2.663472912047192718e-17
3.424000000000000000e+03	1.245667514666159822e-15	2.582729328902614335e-17
3.425000000000000000e+03	1.267707160754125745e-15	2.385810055191259880e-17
3.426000000000000000e+03	1.220081493537019807e-15	2.136222953070761453e-17
3.427000000000000000e+03	1.236289641276046298e-15	2.149512061760702813e-17
3.428000000000000000e+03	1.265680883275034074e-15	2.101422359266965098e-17
3.429000000000000000e+03	1.328792736693513914e-15	2.019038458180489042e-17
3.430000000000000000e+03	1.293318234020969188e-15	1.887482582754306874e-17
3.431000000000000000e+03	1.230213395002866826e-15	2.038743280678833284e-17
