# wl	flux	err
3.296000000000000000e+03	3.534021396243211191e-15	6.152714316990681428e-17
3.297000000000000000e+03	3.341701387936801349e-15	5.477811677568578297e-17
3.298000000000000000e+03	3.234628340123785852e-15	4.127747512665672203e-17
3.299000000000000000e+03	3.288024521577588202e-15	4.334896742184332145e-17
3.300000000000000000e+03	3.378939218368220490e-15	4.388136649650186715e-17
3.301000000000000000e+03	3.182559977773426874e-15	6.067245554467667582e-17
3.302000000000000000e+03	3.230307131107863584e-15	6.361811976516077230e-17
3.303000000000000000e+03	3.655963030711150017e-15	6.092430253301683772e-17
3.304000000000000000e+03	3.412358069586262618e-15	5.682001810041014655e-17
3.305000000000000000e+03	3.251446993354482457e-15	4.400073483567917975e-17
3.306000000000000000e+03	3.192282846353161271e-15	4.597950466590965369e-17
3.307000000000000000e+03	3.212753299670660226e-15	4.525131540546606133e-17
3.308000000000000000e+03	3.191216037177354449e-15	4.691041548457738464e-17
3.309000000000000000e+03	3.251766888306926758e-15	5.576010861445537815e-17
3.310000000000000000e+03	3.200123946497417054e-15	5.366192283389847913e-17
3.311000000000000000e+03	2.980880248593076424e-15	5.493683356274845247e-17
3.312000000000000000e+03	3.122354275468816054e-15	5.386915600162288391e-17
3.313000000000000000e+03	3.253838504599475507e-15	4.860798125080131862e-17
3.314000000000000000e+03	3.178664260868006025e-15	4.715865791916022511e-17
3.315000000000000000e+03	3.196107535797482989e-15	4.511257638516791980e-17
3.316000000000000000e+03	3.142916884646277500e-15	4.681790464556723291e-17
3.317000000000000000e+03	3.219864659801592186e-15	5.270770177980457851e-17
3.318000000000000000e+03	3.243406639498421918e-15	5.079796912104133370e-17
3.319000000000000000e+03	3.242488314019326645e-15	5.392488892864699138e-17
3.320000000000000000e+03	3.286592399896640670e-15	5.933612028212109199e-17
3.321000000000000000e+03	3.418062070648374039e-15	5.203217413390931118e-17
3.322000000000000000e+03	3.545687828101852978e-15	5.376834858068166056e-17
3.323000000000000000e+03	3.458078511873804431e-15	5.351398231653385865e-17
3.324000000000000000e+03	3.201760019747445571e-15	5.046895647597268864e-17
3.325000000000000000e+03	3.317956463120132852e-15	4.831640356450859853e-17
3.326000000000000000e+03	3.226926141045181202e-15	4.826245700989477913e-17
3.327000000000000000e+03	3.353684329998812080e-15	4.828663197706816769e-17
3.328000000000000000e+03	3.348030134476251647e-15	4.973783884643121643e-17
3.329000000000000000e+03	3.485125432841422477e-15	5.251650723091586706e-17
3.330000000000000000e+03	3.212113806857585354e-15	5.788180187108622617e-17
3.331000000000000000e+03	3.062633953336800681e-15	5.976029210091957510e-17
3.332000000000000000e+03	3.376372218683159294e-15	5.800548424088345690e-17
3.333000000000000000e+03	3.263473501679698961e-15	6.211039043010391745e-17
3.334000000000000000e+03	3.290591409241112095e-15	5.277204935557645075e-17
3.335000000000000000e+03	3.426313196526313789e-15	4.400972937461668622e-17
3.336000000000000000e+03	3.237004020456704324e-15	4.849417234345383894e-17
3.337000000000000000e+03	3.209534815334553772e-15	4.377923142594392115e-17
3.338000000000000000e+03	3.194547280384511620e-15	5.352032184218924356e-17
3.339000000000000000e+03	3.381844448742202832e-15	6.059127360399753184e-17
3.340000000000000000e+03	3.607184235341849324e-15	5.443791638079781807e-17
3.341000000000000000e+03	3.256537830615524357e-15	5.385684186582433053e-17
3.342000000000000000e+03	3.291853986572903160e-15	4.576523975539925136e-17
3.343000000000000000e+03	3.231735095356209379e-15	3.593473843681823576e-17
3.344000000000000000e+03	3.252443504009645691e-15	3.906960487707673202e-17
3.345000000000000000e+03	3.197580008125301427e-15	4.255132836869127831e-17
3.346000000000000000e+03	3.362524356379517415e-15	4.753994712929309844e-17
3.347000000000000000e+03	3.484238563912777163e-15	4.616543269706782915e-17
3.348000000000000000e+03	3.560843235280607195e-15	4.708554544199594171e-17
3.349000000000000000e+03	3.663576364434289826e-15	6.262295363835714383e-17
3.350000000000000000e+03	3.283412270989194722e-15	7.676817094466382785e-17
3.351000000000000000e+03	2.955939497680655220e-15	6.734571599845114758e-17
3.352000000000000000e+03	3.027871231809090976e-15	5.656178583365640883e-17
3.353000000000000000e+03	3.361476005011323580e-15	6.107059397798869362e-17
3.354000000000000000e+03	3.528670956641018069e-15	4.502628195083200854e-17
3.355000000000000000e+03	3.505411191411919895e-15	3.435210438666467353e-17
3.356000000000000000e+03	3.372504694448943007e-15	3.749365823329037626e-17
3.357000000000000000e+03	3.418524277486324505e-15	3.746931464817876777e-17
3.358000000000000000e+03	3.515960475630108916e-15	3.470533728557575680e-17
3.359000000000000000e+03	3.563613215213831547e-15	4.326176421005668109e-17
3.360000000000000000e+03	3.341883470053902026e-15	4.836531441761205048e-17
3.361000000000000000e+03	3.541554023567439044e-15	5.582261040468614856e-17
3.362000000000000000e+03	3.207163469566929563e-15	5.388442783397972490e-17
3.363000000000000000e+03	3.107899872838596749e-15	4.910645695574925198e-17
3.364000000000000000e+03	3.226814835580331821e-15	4.282394742285068820e-17
3.365000000000000000e+03	3.292095428161075718e-15	4.150816359884848774e-17
3.366000000000000000e+03	3.440594680687158303e-15	3.978129679000033926e-17
3.367000000000000000e+03	3.453740662011314345e-15	3.939956740015618090e-17
3.368000000000000000e+03	3.424559987396453505e-15	3.954107794149020342e-17
3.369000000000000000e+03	3.198120719724440490e-15	4.074997997294341464e-17
3.370000000000000000e+03	3.212161965426507665e-15	3.561473061017890555e-17
3.371000000000000000e+03	3.272782258302441827e-15	4.750074701817292591e-17
3.372000000000000000e+03	3.410927774969538527e-15	4.936159210952195537e-17
3.373000000000000000e+03	3.500796283533451457e-15	5.033087907418248606e-17
3.374000000000000000e+03	3.189112627825231758e-15	5.367779944225468740e-17
3.375000000000000000e+03	3.201859508179062528e-15	4.334760732019321188e-17
3.376000000000000000e+03	3.284509976190926943e-15	3.949337810475077622e-17
3.377000000000000000e+03	3.347317714776281951e-15	3.798502951928664413e-17
3.378000000000000000e+03	3.467158525427690789e-15	3.444609812005641589e-17
3.379000000000000000e+03	3.459179522985360105e-15	3.300771283466695255e-17
3.380000000000000000e+03	3.653935359898477956e-15	2.829983196491191143e-17
3.381000000000000000e+03	3.562446611259340659e-15	2.739867869976529097e-17
3.382000000000000000e+03	3.511468887701003776e-15	2.522914068889325559e-17
3.383000000000000000e+03	3.473775719203650633e-15	3.001699244094625899e-17
3.384000000000000000e+03	3.528033119095137976e-15	3.766867698879127046e-17
3.385000000000000000e+03	3.271695787047065121e-15	4.123141279085546100e-17
3.386000000000000000e+03	3.219363678900406827e-15	5.276540244720110280e-17
3.387000000000000000e+03	3.510852126261726867e-15	5.303974645789936500e-17
3.388000000000000000e+03	3.721725886641040306e-15	4.888034430517208948e-17
3.389000000000000000e+03	3.424343144734934621e-15	4.392487715377306305e-17
3.390000000000000000e+03	3.304745702154370350e-15	3.779223388609885471e-17
3.391000000000000000e+03	3.474904624014190975e-15	3.444720249736322845e-17
3.392000000000000000e+03	3.551376772202660500e-15	3.126888634853184345e-17
3.393000000000000000e+03	3.508648956376545831e-15	2.720974770434987081e-17
3.394000000000000000e+03	3.540900062627806904e-15	2.575967602000024583e-17
3.395000000000000000e+03	3.524759864616025240e-15	2.698062829916464352e-17
3.396000000000000000e+03	3.453665095864925700e-15	2.918254160140847988e-17
3.397000000000000000e+03	3.365189433936849657e-15	2.964833509303257546e-17
3.398000000000000000e+03	3.436699619574073173e-15	2.912372605558006535e-17
3.399000000000000000e+03	3.514682506226334461e-15	2.672142914233461985e-17
3.400000000000000000e+03	3.394805767056049602e-15	2.940272611647656793e-17
3.401000000000000000e+03	3.455441053710612969e-15	3.170632277321338752e-17
3.402000000000000000e+03	3.470280503736825792e-15	3.211241206808748969e-17
3.403000000000000000e+03	3.511471792832479545e-15	3.439881892311757057e-17
3.404000000000000000e+03	3.508753116790412418e-15	3.045020231248934776e-17
3.405000000000000000e+03	3.377462127246975499e-15	3.245034099638389610e-17
3.406000000000000000e+03	3.476386633125474290e-15	3.622954519850133543e-17
3.407000000000000000e+03	3.687576214089697656e-15	3.809921646217619370e-17
3.408000000000000000e+03	3.423891328269856324e-15	4.400946848484734159e-17
3.409000000000000000e+03	3.313725310248139318e-15	3.937657639156362716e-17
3.410000000000000000e+03	3.395963484756189747e-15	3.191352303885770588e-17
3.411000000000000000e+03	3.445486230733017237e-15	3.145876052584971707e-17
3.412000000000000000e+03	3.516788200107423949e-15	2.234543778990656210e-17
3.413000000000000000e+03	3.506690238904949980e-15	2.520014366122282042e-17
3.414000000000000000e+03	3.533464949125243904e-15	3.005671950546888010e-17
3.415000000000000000e+03	3.493877855269312260e-15	3.294954678314627442e-17
3.416000000000000000e+03	3.539626612241368905e-15	3.512530517201986997e-17
3.417000000000000000e+03	3.472735454097063233e-15	3.327525339482893548e-17
3.418000000000000000e+03	3.411711302976637783e-15	2.865845784482823516e-17
3.419000000000000000e+03	3.530788681144746993e-15	2.859852303390199108e-17
3.420000000000000000e+03	3.544837218669670036e-15	2.903748807955516728e-17
3.421000000000000000e+03	3.611270803529174227e-15	3.712336463490694332e-17
3.422000000000000000e+03	3.666724749879516962e-15	4.332170703542003726e-17
3.423000000000000000e+03	3.480731623346937796e-15	4.476150220078944645e-17
3.424000000000000000e+03	3.372631772293749768e-15	4.333205063353195013e-17
3.425000000000000000e+03	3.420869018894490415e-15	3.473555696474249016e-17
3.426000000000000000e+03	3.571773318541667801e-15	3.367981273369910886e-17
3.427000000000000000e+03	3.467956012296583518e-15	3.209179319912762475e-17
3.428000000000000000e+03	3.372668327123270345e-15	3.216294483286339413e-17
3.429000000000000000e+03	3.450832652166954782e-15	3.149700860650722709e-17
3.430000000000000000e+03	3.634733892295769717e-15	3.075473917597444036e-17
3.431000000000000000e+03	3.521775496857273042e-15	3.779500579233178711e-17
3.432000000000000000e+03	3.530009599927383004e-15	4.363736199174630419e-17
3.433000000000000000e+03	3.772663699263151236e-15	4.766050995473855830e-17
3.434000000000000000e+03	3.494062893232717767e-15	4.666915235060775331e-17
3.435000000000000000e+03	3.509348480271646617e-15	4.124827739368130281e-17
3.436000000000000000e+03	3.578208267414802366e-15	3.465401288644129917e-17
3.437000000000000000e+03	3.444306370590379572e-15	3.838675435378441669e-17
3.438000000000000000e+03	3.580611598396878570e-15	4.580922302734079806e-17
3.439000000000000000e+03	3.737351572333473031e-15	5.769353887851670545e-17
3.440000000000000000e+03	3.849252057747935832e-15	5.443680640945030264e-17
3.441000000000000000e+03	3.861624736755094580e-15	5.924880992146614193e-17
3.442000000000000000e+03	3.866353926180020234e-15	5.967813939216538421e-17
3.443000000000000000e+03	3.522658327739458963e-15	5.800167890444911608e-17
3.444000000000000000e+03	3.672511137998337224e-15	5.371417885174898163e-17
3.445000000000000000e+03	3.409046131785383876e-15	4.603935972857691459e-17
3.446000000000000000e+03	3.604348247305869422e-15	4.670178184642243442e-17
3.447000000000000000e+03	3.628647740136642461e-15	3.993088690390591270e-17
3.448000000000000000e+03	3.720029750092246110e-15	3.357699602717007188e-17
3.449000000000000000e+03	3.559785714396260481e-15	3.381496955276271764e-17
3.450000000000000000e+03	3.607368757539112424e-15	3.446890776618655724e-17
3.451000000000000000e+03	3.596175535230604561e-15	3.514469814360200058e-17
3.452000000000000000e+03	3.675802257205113026e-15	3.707038443671849515e-17
3.453000000000000000e+03	3.694872276775236419e-15	3.676834762349931107e-17
3.454000000000000000e+03	3.707839958300179013e-15	3.462867434884988932e-17
3.455000000000000000e+03	3.713386913269979857e-15	3.579233373962498487e-17
3.456000000000000000e+03	3.702159925107863520e-15	3.528524354488490705e-17
3.457000000000000000e+03	3.730858749690704474e-15	3.528692274566692943e-17
3.458000000000000000e+03	3.613475263703553411e-15	4.818248160690010333e-17
3.459000000000000000e+03	3.614040808837232932e-15	5.441489069972798020e-17
3.460000000000000000e+03	3.980563400967817471e-15	5.244150906483602754e-17
3.461000000000000000e+03	3.774176422311845215e-15	5.432876624712964337e-17
3.462000000000000000e+03	3.638627252571364128e-15	4.391252416663332173e-17
3.463000000000000000e+03	3.556213938631761324e-15	3.058920289590984113e-17
3.464000000000000000e+03	3.634603513520791625e-15	3.623065374692729276e-17
3.465000000000000000e+03	3.711402597503218005e-15	3.500127561013288712e-17
3.466000000000000000e+03	3.885846622159633381e-15	3.896513443565313221e-17
3.467000000000000000e+03	3.681250800416237197e-15	4.420906003540083364e-17
3.468000000000000000e+03	3.689278459802106499e-15	4.277925786247188546e-17
3.469000000000000000e+03	3.757129104904228873e-15	4.582652977743491910e-17
3.470000000000000000e+03	3.679543814903321875e-15	4.225524203576807917e-17
3.471000000000000000e+03	3.714648852411135936e-15	4.331926163646794750e-17
3.472000000000000000e+03	3.714615246653105032e-15	5.841396136980994925e-17
3.473000000000000000e+03	3.551068775894652437e-15	5.964285681586833962e-17
3.474000000000000000e+03	3.948341471998576255e-15	6.022014232934873465e-17
3.475000000000000000e+03	3.848459788249284405e-15	5.471423933128553821e-17
3.476000000000000000e+03	3.695087339377514142e-15	4.270678138133632601e-17
3.477000000000000000e+03	3.693837475323958892e-15	3.187565221348921351e-17
3.478000000000000000e+03	3.755837610947197461e-15	2.776239002645561657e-17
3.479000000000000000e+03	3.695589863106855893e-15	3.437704287706770399e-17
3.480000000000000000e+03	3.669812044442087586e-15	3.853143357687613722e-17
3.481000000000000000e+03	3.674784563843826618e-15	4.529535191738097544e-17
3.482000000000000000e+03	3.876934035873850149e-15	4.698767488527834964e-17
3.483000000000000000e+03	3.883680799445093826e-15	4.272920140691916551e-17
3.484000000000000000e+03	3.627616856571712407e-15	4.303949352285493877e-17
3.485000000000000000e+03	3.667968445399285700e-15	3.452293880223674733e-17
3.486000000000000000e+03	3.686068500995532832e-15	3.546064923503823461e-17
3.487000000000000000e+03	3.671168034058323734e-15	4.517583330203315664e-17
3.488000000000000000e+03	3.910964015330473573e-15	4.318210599072955098e-17
3.489000000000000000e+03	3.790223402100981597e-15	4.321057179958457613e-17
3.490000000000000000e+03	3.835990167431744410e-15	4.190019943457626854e-17
3.491000000000000000e+03	3.898856650060961814e-15	4.056273101983397475e-17
3.492000000000000000e+03	3.740340737428450925e-15	4.121641462315929601e-17
3.493000000000000000e+03	3.835806043415580983e-15	3.915805930049711268e-17
3.494000000000000000e+03	3.899031958469832515e-15	3.900085117636260143e-17
3.495000000000000000e+03	3.912977993773160660e-15	3.755692316863180396e-17
3.496000000000000000e+03	3.807147881281122667e-15	3.857114400300645956e-17
3.497000000000000000e+03	3.948161850162780962e-15	4.187341389994292606e-17
3.498000000000000000e+03	3.871227551155024147e-15	4.180346410150338604e-17
3.499000000000000000e+03	3.711323910761067573e-15	3.887721589874050125e-17
3.500000000000000000e+03	3.700342527952593593e-15	2.570054900089908155e-17
3.501000000000000000e+03	3.691376517404373371e-15	2.395534032129613768e-17
3.502000000000000000e+03	3.752314533369041517e-15	2.360820468959713395e-17
3.503000000000000000e+03	3.758737175889492471e-15	2.564321384582820645e-17
3.504000000000000000e+03	3.847467100186760363e-15	2.468051694430233705e-17
3.505000000000000000e+03	3.790898206099443783e-15	2.746563380829940294e-17
3.506000000000000000e+03	3.798232683107925502e-15	2.663349465912704316e-17
3.507000000000000000e+03	3.758126053499073120e-15	2.461829675826652181e-17
3.508000000000000000e+03	3.796818075244963780e-15	2.507503193006095033e-17
3.509000000000000000e+03	3.686407095737551432e-15	2.460538690700708146e-17
3.510000000000000000e+03	3.757851326181345113e-15	2.581011064710855015e-17
3.511000000000000000e+03	3.630276658167369724e-15	3.157723826188763504e-17
3.512000000000000000e+03	3.813926439886214586e-15	4.077300196196181048e-17
3.513000000000000000e+03	3.829184097876817638e-15	4.023794038333783838e-17
3.514000000000000000e+03	3.879143993340094887e-15	3.821090707392777487e-17
3.515000000000000000e+03	3.694875003289321907e-15	3.628789174551461844e-17
3.516000000000000000e+03	3.767911059448104954e-15	2.778663422544070501e-17
3.517000000000000000e+03	3.843002913729022607e-15	2.490620839775149844e-17
3.518000000000000000e+03	3.821771587105612034e-15	2.457390595446132640e-17
3.519000000000000000e+03	3.715779431439219044e-15	2.183042093274398521e-17
3.520000000000000000e+03	3.755964000896881668e-15	1.993350498092444521e-17
3.521000000000000000e+03	3.860967802015146468e-15	1.832706572134086616e-17
3.522000000000000000e+03	3.773180834278961566e-15	1.859839597848918059e-17
3.523000000000000000e+03	3.804177759728064489e-15	1.964132898129738071e-17
3.524000000000000000e+03	3.852054485949998296e-15	2.230227412238042258e-17
3.525000000000000000e+03	3.826505910090155636e-15	2.258841808295488985e-17
3.526000000000000000e+03	3.905215801903425072e-15	2.272868650465701214e-17
3.527000000000000000e+03	3.806922171559232829e-15	2.753568492032929503e-17
3.528000000000000000e+03	3.726418976819404043e-15	2.680820076108860908e-17
3.529000000000000000e+03	3.751696002053848803e-15	2.807175007174841398e-17
3.530000000000000000e+03	3.879968787186187618e-15	2.914262048421177875e-17
3.531000000000000000e+03	3.803234436836310479e-15	2.510999685390246074e-17
3.532000000000000000e+03	3.810148978620368246e-15	2.317885217483132692e-17
3.533000000000000000e+03	3.836690603321096050e-15	2.465209966913544911e-17
3.534000000000000000e+03	3.842968016252424532e-15	2.654602001547934282e-17
3.535000000000000000e+03	3.777385638878184207e-15	2.764553535941771145e-17
3.536000000000000000e+03	3.766215056741938979e-15	2.897429294353873548e-17
3.537000000000000000e+03	3.842492305212794662e-15	2.551008817832737637e-17
3.538000000000000000e+03	3.822925575368848470e-15	2.454264993322550448e-17
3.539000000000000000e+03	3.802770413500190813e-15	2.346216943963857614e-17
3.540000000000000000e+03	3.815770247831121636e-15	2.213993839852117432e-17
3.541000000000000000e+03	3.856861613472211335e-15	2.349033274375411165e-17
3.542000000000000000e+03	3.854027900793325479e-15	2.383712739292886048e-17
3.543000000000000000e+03	3.845999751866333498e-15	2.252866977311373844e-17
3.544000000000000000e+03	3.792980190647558879e-15	2.545272850906487704e-17
3.545000000000000000e+03	3.786730279816973080e-15	2.843201710263602723e-17
3.546000000000000000e+03	3.904890768325198692e-15	2.728778640670540373e-17
3.547000000000000000e+03	3.872090778327868136e-15	2.929662997695716897e-17
3.548000000000000000e+03	3.860048032245549008e-15	2.754564363404381082e-17
3.549000000000000000e+03	3.782876804972195249e-15	2.446426096371098305e-17
3.550000000000000000e+03	3.827567451780288331e-15	2.924142112447634019e-17
3.551000000000000000e+03	3.908420614840588962e-15	2.866971848323849485e-17
3.552000000000000000e+03	3.947146282447512876e-15	2.961244006426921920e-17
3.553000000000000000e+03	3.928952155839708987e-15	2.953390535535024824e-17
3.554000000000000000e+03	3.950008959000287476e-15	3.001281595205695322e-17
3.555000000000000000e+03	3.956397607342370005e-15	3.004944198979890764e-17
3.556000000000000000e+03	3.788935381749583478e-15	2.849372502423253409e-17
3.557000000000000000e+03	3.904334029013790694e-15	2.419302522467747350e-17
3.558000000000000000e+03	3.867027358764352465e-15	2.124989698100005052e-17
3.559000000000000000e+03	3.909466733917404959e-15	2.151242998692780175e-17
3.560000000000000000e+03	3.920171294087830394e-15	2.148572260375892282e-17
3.561000000000000000e+03	3.936289736316859669e-15	2.069229289524603334e-17
3.562000000000000000e+03	3.883434347655791827e-15	2.086828758067672240e-17
3.563000000000000000e+03	3.886447526882944249e-15	1.949167649999097661e-17
3.564000000000000000e+03	3.864774181621038874e-15	1.856819252863031462e-17
3.565000000000000000e+03	3.843410036464013686e-15	2.088731392528936631e-17
3.566000000000000000e+03	3.857339942898390624e-15	2.025887196067963253e-17
3.567000000000000000e+03	3.817299483803055056e-15	2.120601252271679082e-17
3.568000000000000000e+03	3.818323756473236596e-15	2.522192681333099401e-17
3.569000000000000000e+03	3.950108801326293722e-15	2.568448457608480367e-17
3.570000000000000000e+03	3.969422722408855427e-15	2.656723581852897908e-17
3.571000000000000000e+03	3.833656274522112736e-15	2.758725967288724449e-17
3.572000000000000000e+03	3.756670171917032513e-15	2.431225955505354580e-17
3.573000000000000000e+03	3.842902107034229899e-15	2.394397936110579183e-17
3.574000000000000000e+03	3.793023566384508871e-15	2.575602579565152702e-17
3.575000000000000000e+03	3.811327904350423463e-15	2.771772865087638194e-17
3.576000000000000000e+03	3.781620351355044561e-15	2.643842702815474168e-17
3.577000000000000000e+03	3.815812463485126268e-15	2.505796670303816190e-17
3.578000000000000000e+03	3.776504568703337988e-15	2.295466846004498480e-17
3.579000000000000000e+03	3.819308846325856216e-15	3.087938136018007576e-17
3.580000000000000000e+03	3.785166918419989404e-15	3.524986392134536443e-17
3.581000000000000000e+03	4.015852863031200636e-15	3.422511866904040196e-17
3.582000000000000000e+03	3.735998299444631939e-15	3.477963211356682793e-17
3.583000000000000000e+03	3.834849913906277881e-15	3.094572575338177686e-17
3.584000000000000000e+03	3.733930075877919652e-15	2.794161945473443228e-17
3.585000000000000000e+03	3.914273630188570630e-15	3.575965969858369951e-17
3.586000000000000000e+03	3.954528580683747011e-15	3.576417938531772151e-17
3.587000000000000000e+03	4.094711310523805604e-15	2.930575718851393442e-17
