# wl	flux	err
3.262000000000000000e+03	1.062901233640080861e-14	2.199291538982254216e-16
3.263000000000000000e+03	9.744000162282689469e-15	2.178646156932422480e-16
3.264000000000000000e+03	1.015257521145913853e-14	1.767195745390574726e-16
3.265000000000000000e+03	1.071819240035361902e-14	1.710148048203941111e-16
3.266000000000000000e+03	1.054448491626455785e-14	1.366015945378770971e-16
3.267000000000000000e+03	1.103469021584699385e-14	1.338139461264367756e-16
3.268000000000000000e+03	1.060155964821648519e-14	1.398745974762306136e-16
3.269000000000000000e+03	1.079099461681947672e-14	1.445495762629978436e-16
3.270000000000000000e+03	1.113946256750923253e-14	1.538160359323480742e-16
3.271000000000000000e+03	1.075721726641229590e-14	1.595602559860333129e-16
3.272000000000000000e+03	1.060296792712552100e-14	1.900161272881348737e-16
3.273000000000000000e+03	1.028815422774690811e-14	1.915671115677218916e-16
3.274000000000000000e+03	9.816260926088269626e-15	3.755358814816172891e-16
3.275000000000000000e+03	1.173216453900808402e-14	5.969133899704201333e-16
3.276000000000000000e+03	1.433387595371017855e-14	7.789030809776787397e-16
3.277000000000000000e+03	1.801253219096051748e-14	7.086966648712319344e-16
3.278000000000000000e+03	1.604190586895841285e-14	7.755809865021304890e-16
3.279000000000000000e+03	1.103707467824529807e-14	7.772208279956196965e-16
3.280000000000000000e+03	1.120016118962306168e-14	4.895102355003249688e-16
3.281000000000000000e+03	1.381246487382826893e-14	4.326117083551801271e-16
3.282000000000000000e+03	1.333295885107989440e-14	4.665116493890099334e-16
3.283000000000000000e+03	1.011492764841960720e-14	4.663514794933973770e-16
3.284000000000000000e+03	1.042888249931152511e-14	2.568837268590642846e-16
3.285000000000000000e+03	1.060237202454921804e-14	1.950988632537886303e-16
3.286000000000000000e+03	1.120748840051272459e-14	1.986943118145121849e-16
3.287000000000000000e+03	1.036967186804731682e-14	2.025125591270205823e-16
3.288000000000000000e+03	1.115794614711480327e-14	2.118025983998415906e-16
3.289000000000000000e+03	1.113359770115454342e-14	2.056140526461184743e-16
3.290000000000000000e+03	1.166215635272060853e-14	2.135019914705221017e-16
3.291000000000000000e+03	1.021829660371628608e-14	2.187393392193431753e-16
3.292000000000000000e+03	1.132532160299450703e-14	2.058528801872729967e-16
3.293000000000000000e+03	1.038433256686510620e-14	1.930972565806629780e-16
3.294000000000000000e+03	1.120497229377777274e-14	3.431699757599599679e-16
3.295000000000000000e+03	1.224478776676143364e-14	3.862823425444844184e-16
3.296000000000000000e+03	1.417113085674970002e-14	3.600044533372178513e-16
3.297000000000000000e+03	1.129321454515565599e-14	3.890036853835056042e-16
3.298000000000000000e+03	1.117783170105403663e-14	3.169389263559490731e-16
3.299000000000000000e+03	1.098496698569821176e-14	1.764406082242092946e-16
3.300000000000000000e+03	1.125778813089921762e-14	1.945018734842655362e-16
3.301000000000000000e+03	1.199524451100768345e-14	2.009165843638775716e-16
3.302000000000000000e+03	1.134244682924607471e-14	2.142770798474187320e-16
3.303000000000000000e+03	1.227487786655773600e-14	2.311007806570772594e-16
3.304000000000000000e+03	1.217455815384805551e-14	2.676695834457014860e-16
3.305000000000000000e+03	1.046999666309454902e-14	2.642141525700863468e-16
3.306000000000000000e+03	1.024108112232445611e-14	1.853074214186322748e-16
3.307000000000000000e+03	1.073061282547704758e-14	1.361344282180527966e-16
3.308000000000000000e+03	1.061654263251572068e-14	1.423517789325619979e-16
3.309000000000000000e+03	1.040942713819649253e-14	1.829481698721343533e-16
3.310000000000000000e+03	1.028600900993208722e-14	1.756144075892589735e-16
3.311000000000000000e+03	9.846988607019995639e-15	1.841683449807469080e-16
3.312000000000000000e+03	1.106324154870968152e-14	1.957436687711702476e-16
3.313000000000000000e+03	1.115008028728666704e-14	1.472740348500273243e-16
3.314000000000000000e+03	1.128469015771416029e-14	1.353754665551750524e-16
3.315000000000000000e+03	1.097700113344263916e-14	1.710916452735964222e-16
3.316000000000000000e+03	1.004515579550857634e-14	1.710518456087275269e-16
3.317000000000000000e+03	1.004225118943095441e-14	1.678114060704412089e-16
3.318000000000000000e+03	1.117930999294713131e-14	1.669505553392461858e-16
3.319000000000000000e+03	1.083065233668548155e-14	1.826346022309187625e-16
3.320000000000000000e+03	1.052389331792703930e-14	2.402196104316217514e-16
3.321000000000000000e+03	1.168091515934736884e-14	2.687496848982419586e-16
3.322000000000000000e+03	1.261106605490631089e-14	2.717508697016741239e-16
3.323000000000000000e+03	1.245990017751078289e-14	2.666817658779185725e-16
3.324000000000000000e+03	1.093248098602067195e-14	2.649574679015895454e-16
3.325000000000000000e+03	1.031144662002511158e-14	2.141041676431113068e-16
3.326000000000000000e+03	1.126950627444154511e-14	1.978447941265200816e-16
3.327000000000000000e+03	1.160929403716277164e-14	2.017806476884647659e-16
3.328000000000000000e+03	1.214796979477031141e-14	1.754098604461616336e-16
3.329000000000000000e+03	1.174359185610047521e-14	1.982308459042495268e-16
3.330000000000000000e+03	1.158449707256200499e-14	2.037933573737814083e-16
3.331000000000000000e+03	1.072808030456915230e-14	1.871509749678736307e-16
3.332000000000000000e+03	1.128994237523010142e-14	1.635763293353406913e-16
3.333000000000000000e+03	1.126861967318138427e-14	1.775566328416163233e-16
3.334000000000000000e+03	1.064493671570650972e-14	1.894840161571673083e-16
3.335000000000000000e+03	1.190487677148678279e-14	1.892912358321290776e-16
3.336000000000000000e+03	1.114893412215571818e-14	1.983051324954522915e-16
3.337000000000000000e+03	1.022549735928350356e-14	1.808370347655649232e-16
3.338000000000000000e+03	1.048693688262237297e-14	2.049066817232280592e-16
3.339000000000000000e+03	1.137111806466357885e-14	2.319634597906799937e-16
3.340000000000000000e+03	1.239918234727687742e-14	2.069256324649676135e-16
3.341000000000000000e+03	1.247739694195754506e-14	1.811513949371759216e-16
3.342000000000000000e+03	1.179974584128031105e-14	2.050440463654145521e-16
3.343000000000000000e+03	1.147833986479067604e-14	2.176804424892956883e-16
3.344000000000000000e+03	1.066606583526693726e-14	1.667275028155276042e-16
3.345000000000000000e+03	1.067059244023682636e-14	1.673359183697268334e-16
3.346000000000000000e+03	1.127508783148090921e-14	2.133936402844519891e-16
3.347000000000000000e+03	1.226366715146464853e-14	2.362355023760515517e-16
3.348000000000000000e+03	1.262357709285509947e-14	2.175586515722870525e-16
3.349000000000000000e+03	1.356940751163240269e-14	3.288499163095368356e-16
3.350000000000000000e+03	1.173052496758949612e-14	3.731126858898325098e-16
3.351000000000000000e+03	1.002862760157505098e-14	3.362117094475626626e-16
3.352000000000000000e+03	1.087961831576908276e-14	2.408930722142060425e-16
3.353000000000000000e+03	1.185380420842205838e-14	1.913905867717625698e-16
3.354000000000000000e+03	1.096764287902162112e-14	1.549404373402568789e-16
3.355000000000000000e+03	1.142671645099248274e-14	1.244135340445729770e-16
3.356000000000000000e+03	1.167157755570372691e-14	1.235003560640345170e-16
3.357000000000000000e+03	1.172209789338371521e-14	1.174660187847347691e-16
3.358000000000000000e+03	1.173970527603083223e-14	1.674105108834032219e-16
3.359000000000000000e+03	1.090450709493098719e-14	1.938351125127310836e-16
3.360000000000000000e+03	1.088483758111774178e-14	2.260169602502129013e-16
3.361000000000000000e+03	1.226788762230051668e-14	2.723912662264401696e-16
3.362000000000000000e+03	1.015687661711751340e-14	2.797550559699341017e-16
3.363000000000000000e+03	9.703942934225327477e-15	2.623277953398499234e-16
3.364000000000000000e+03	1.101784546678793804e-14	2.120112586526793275e-16
3.365000000000000000e+03	1.143545974848030985e-14	1.839161799547449592e-16
3.366000000000000000e+03	1.067581709394693668e-14	1.797363737391513630e-16
3.367000000000000000e+03	1.089222750985599773e-14	2.184398257141968846e-16
3.368000000000000000e+03	1.234306100528567933e-14	2.549111063355108287e-16
3.369000000000000000e+03	1.083766120597340708e-14	2.693640024773358013e-16
3.370000000000000000e+03	9.580873128029719751e-15	2.453662145324000089e-16
3.371000000000000000e+03	1.042571705779344627e-14	2.663226882414634953e-16
3.372000000000000000e+03	1.150701426323932085e-14	2.632094224958940745e-16
3.373000000000000000e+03	1.260327111614888123e-14	2.459015191574744006e-16
3.374000000000000000e+03	1.090404481194680331e-14	2.381504334259192806e-16
3.375000000000000000e+03	1.052414005110282582e-14	1.946480760908600020e-16
3.376000000000000000e+03	1.134962146737450579e-14	1.623594974071435834e-16
3.377000000000000000e+03	1.130448053715572191e-14	1.706099159238774231e-16
3.378000000000000000e+03	1.180224272212505970e-14	1.750584510012013677e-16
3.379000000000000000e+03	1.181917974620404051e-14	1.913656804331905961e-16
3.380000000000000000e+03	1.257870854694382733e-14	1.902168703465967712e-16
3.381000000000000000e+03	1.124026989086083179e-14	1.946420289231631019e-16
3.382000000000000000e+03	1.138815999431509839e-14	2.241180783862044006e-16
3.383000000000000000e+03	1.301718163484937287e-14	2.191392534831830913e-16
3.384000000000000000e+03	1.234430186434715636e-14	2.749610497934297149e-16
3.385000000000000000e+03	1.108287554936679393e-14	2.819313655137007770e-16
3.386000000000000000e+03	1.016773821227623700e-14	2.609903029884190106e-16
3.387000000000000000e+03	1.215789746190589295e-14	2.718258313485022830e-16
3.388000000000000000e+03	1.290428800506170397e-14	2.234448732080326869e-16
3.389000000000000000e+03	1.139326402910619391e-14	1.927036749422777010e-16
3.390000000000000000e+03	1.133770573364405792e-14	1.616520561426104159e-16
3.391000000000000000e+03	1.112770248804016116e-14	1.204811651944556180e-16
3.392000000000000000e+03	1.172881101357542566e-14	1.431290291594065065e-16
3.393000000000000000e+03	1.129514836923723228e-14	1.867120155520837748e-16
3.394000000000000000e+03	1.246807294850265931e-14	1.849371460547811584e-16
3.395000000000000000e+03	1.272051374529233273e-14	1.861540495043699474e-16
3.396000000000000000e+03	1.122897461761197434e-14	1.769882362831353279e-16
3.397000000000000000e+03	1.190351253305269958e-14	1.516311900661466214e-16
3.398000000000000000e+03	1.216539337451168922e-14	1.487141261357758757e-16
3.399000000000000000e+03	1.185382297383461900e-14	1.612058548026246520e-16
3.400000000000000000e+03	1.272304586408166166e-14	1.728073287668200966e-16
3.401000000000000000e+03	1.287584861907616403e-14	1.551834445378897538e-16
3.402000000000000000e+03	1.222674560067321955e-14	1.355415574556351482e-16
3.403000000000000000e+03	1.248450398828691844e-14	1.561569463132352035e-16
3.404000000000000000e+03	1.228459111308848126e-14	1.729945053876619315e-16
3.405000000000000000e+03	1.095927027470815089e-14	1.723856403620081194e-16
3.406000000000000000e+03	1.171473660068491955e-14	1.729069142113290097e-16
3.407000000000000000e+03	1.178490063992828559e-14	2.439108604598530504e-16
3.408000000000000000e+03	1.271360005070646333e-14	2.464497820070484436e-16
3.409000000000000000e+03	1.367852406711771890e-14	2.530893136678901918e-16
3.410000000000000000e+03	1.148416286564385832e-14	2.481584404023219294e-16
3.411000000000000000e+03	1.157391705826308593e-14	1.956050896834444010e-16
3.412000000000000000e+03	1.211585793174288956e-14	1.244105250624419283e-16
3.413000000000000000e+03	1.125458131820766988e-14	1.283047524614396571e-16
3.414000000000000000e+03	1.118893415571973875e-14	1.241084302484609578e-16
3.415000000000000000e+03	1.130026891124870559e-14	1.308908882620126217e-16
3.416000000000000000e+03	1.193369614207381093e-14	1.280765614152293379e-16
3.417000000000000000e+03	1.168435092773564859e-14	1.250820099593155699e-16
3.418000000000000000e+03	1.186942603146123861e-14	1.725803859698862067e-16
3.419000000000000000e+03	1.225992398085785065e-14	1.953647847224310170e-16
3.420000000000000000e+03	1.336875514613088734e-14	1.965608269191071924e-16
3.421000000000000000e+03	1.354673176191430471e-14	1.678469223769577338e-16
3.422000000000000000e+03	1.362877053450141850e-14	2.154046003494527540e-16
3.423000000000000000e+03	1.266019968576226778e-14	2.709610287602608925e-16
3.424000000000000000e+03	1.125486696747976173e-14	2.585774042017203193e-16
3.425000000000000000e+03	1.180763416177498336e-14	2.536223329117048710e-16
3.426000000000000000e+03	1.311739814611704209e-14	2.388880690696790042e-16
3.427000000000000000e+03	1.148746639563766421e-14	2.105437207506659723e-16
3.428000000000000000e+03	1.204403423129612787e-14	2.214546161747864380e-16
3.429000000000000000e+03	1.253457288379121339e-14	1.978388206811264589e-16
3.430000000000000000e+03	1.337777371627104875e-14	1.735865343237891067e-16
3.431000000000000000e+03	1.301121750086442559e-14	1.564276629263495019e-16
3.432000000000000000e+03	1.255296157419962969e-14	1.390936771273136468e-16
3.433000000000000000e+03	1.269793074897664298e-14	1.439724660982033665e-16
3.434000000000000000e+03	1.198938442765904893e-14	1.525461059150635582e-16
3.435000000000000000e+03	1.189706576950347974e-14	1.572111391706372616e-16
3.436000000000000000e+03	1.236971138144329216e-14	1.622840062327687039e-16
3.437000000000000000e+03	1.160026541632300444e-14	1.598350476483376060e-16
3.438000000000000000e+03	1.126533531162852861e-14	1.518680813983603466e-16
3.439000000000000000e+03	1.197505484990458285e-14	1.502227275557656674e-16
3.440000000000000000e+03	1.145741032125442618e-14	1.866571366263807312e-16
3.441000000000000000e+03	1.242283622682909117e-14	2.217304737768018888e-16
3.442000000000000000e+03	1.301653434607708004e-14	2.315491994891155653e-16
3.443000000000000000e+03	1.185659307116312560e-14	2.183467458642569592e-16
3.444000000000000000e+03	1.188928411985589704e-14	2.081515160098474328e-16
3.445000000000000000e+03	1.204177358691945022e-14	1.658761261344869525e-16
3.446000000000000000e+03	1.123059253049888399e-14	1.781580561693610603e-16
3.447000000000000000e+03	1.118288800286326545e-14	1.697936712272120504e-16
3.448000000000000000e+03	1.159172659442210273e-14	1.870359592340928427e-16
3.449000000000000000e+03	1.200488617318788159e-14	2.214937928666471250e-16
3.450000000000000000e+03	1.253085981383386981e-14	2.095916222594729066e-16
3.451000000000000000e+03	1.346064059351789054e-14	2.144409924832749739e-16
3.452000000000000000e+03	1.211846251705956085e-14	2.342371724816217125e-16
3.453000000000000000e+03	1.146204496785280292e-14	2.564975988829850031e-16
3.454000000000000000e+03	1.245407103170390865e-14	2.421743071122552049e-16
3.455000000000000000e+03	1.324634055539365471e-14	2.226868997731651586e-16
3.456000000000000000e+03	1.285499944953261977e-14	1.819415544725424984e-16
3.457000000000000000e+03	1.246675361301233817e-14	1.630171073184794696e-16
3.458000000000000000e+03	1.208813016434369635e-14	1.694656269260876125e-16
3.459000000000000000e+03	1.192355496154647202e-14	2.159547347149703299e-16
3.460000000000000000e+03	1.326180246062903986e-14	2.336130032889969496e-16
3.461000000000000000e+03	1.302151442213827813e-14	2.486716029031283474e-16
3.462000000000000000e+03	1.137190804258125562e-14	2.396406849498318582e-16
3.463000000000000000e+03	1.153846449659595566e-14	1.806634210505833700e-16
3.464000000000000000e+03	1.272843596522508069e-14	1.637186978186718393e-16
3.465000000000000000e+03	1.196024324850834200e-14	1.373374138671764142e-16
3.466000000000000000e+03	1.210883940728082393e-14	1.248632432188479020e-16
3.467000000000000000e+03	1.188877950607217081e-14	1.442687124599358604e-16
3.468000000000000000e+03	1.256357046255546113e-14	1.465186266122915082e-16
3.469000000000000000e+03	1.290455375967851506e-14	1.954823145851442382e-16
3.470000000000000000e+03	1.275275494098146948e-14	1.943989320657992071e-16
3.471000000000000000e+03	1.392161503645688657e-14	2.220273527087292322e-16
3.472000000000000000e+03	1.213603453834030458e-14	2.357804576524199805e-16
3.473000000000000000e+03	1.173412981013840926e-14	2.287509069990944803e-16
3.474000000000000000e+03	1.321071444858898702e-14	2.020753378679041402e-16
3.475000000000000000e+03	1.196790698561649855e-14	2.073232785763285599e-16
3.476000000000000000e+03	1.181931723618072070e-14	1.922400298593723927e-16
3.477000000000000000e+03	1.212631327851895371e-14	1.313119949547817470e-16
3.478000000000000000e+03	1.233457991078631621e-14	1.254767820090905346e-16
3.479000000000000000e+03	1.229386360008581455e-14	1.219705674844552339e-16
3.480000000000000000e+03	1.291149584936043499e-14	1.466354383451103466e-16
3.481000000000000000e+03	1.297830586006884154e-14	1.643132570178479503e-16
3.482000000000000000e+03	1.351388914090963170e-14	1.969872194777087332e-16
3.483000000000000000e+03	1.364231221880120851e-14	2.224416982477108750e-16
3.484000000000000000e+03	1.224779358523048654e-14	2.216784654112038445e-16
3.485000000000000000e+03	1.232481673529250761e-14	1.953854498938204675e-16
3.486000000000000000e+03	1.274255249178497204e-14	1.999892851518361281e-16
3.487000000000000000e+03	1.329657308554427780e-14	2.041594321773483975e-16
3.488000000000000000e+03	1.396955614763152288e-14	2.120062307389355561e-16
3.489000000000000000e+03	1.373069104329639618e-14	2.498911224989358749e-16
3.490000000000000000e+03	1.190270506472833346e-14	2.328291727307982478e-16
3.491000000000000000e+03	1.204538616879266000e-14	1.608650575135630249e-16
3.492000000000000000e+03	1.219555726492786046e-14	1.101419361676869226e-16
3.493000000000000000e+03	1.171370958580017638e-14	1.703841167619573347e-16
3.494000000000000000e+03	1.285301168855823587e-14	2.070162706413471113e-16
3.495000000000000000e+03	1.380174481590137854e-14	1.795398354799684497e-16
3.496000000000000000e+03	1.299227795303897161e-14	1.584872041839884973e-16
3.497000000000000000e+03	1.270172824801257079e-14	1.498288028527335131e-16
3.498000000000000000e+03	1.241546626723748607e-14	1.538023935739314400e-16
3.499000000000000000e+03	1.256766604048367042e-14	1.797378975020041226e-16
3.500000000000000000e+03	1.394744433277363899e-14	1.929995412486589997e-16
3.501000000000000000e+03	1.294102372931018366e-14	1.825558772700176907e-16
3.502000000000000000e+03	1.340336783758714853e-14	2.382964176360403460e-16
3.503000000000000000e+03	1.390454736143038585e-14	2.488197972939826689e-16
3.504000000000000000e+03	1.538679040269920594e-14	2.373459330927271519e-16
3.505000000000000000e+03	1.393277564522938967e-14	2.430997093763514164e-16
3.506000000000000000e+03	1.362884373247299307e-14	2.141595066774432986e-16
3.507000000000000000e+03	1.337960635133381268e-14	1.778619279577154560e-16
3.508000000000000000e+03	1.431465460262029849e-14	1.735159084395713559e-16
3.509000000000000000e+03	1.416772882275364815e-14	1.815625616942798978e-16
3.510000000000000000e+03	1.283690506184594780e-14	1.770089225478022470e-16
3.511000000000000000e+03	1.332262016997614041e-14	1.741624538759946017e-16
3.512000000000000000e+03	1.349300087550875019e-14	1.649685799966265406e-16
3.513000000000000000e+03	1.223115659129907756e-14	1.676247244035108507e-16
3.514000000000000000e+03	1.276869627099857807e-14	1.442010407881288584e-16
3.515000000000000000e+03	1.192346012427794680e-14	1.353608587530832261e-16
3.516000000000000000e+03	1.273179009826618405e-14	2.115539795637148847e-16
3.517000000000000000e+03	1.342318277590684770e-14	2.139327702776324481e-16
3.518000000000000000e+03	1.448001270451610197e-14	1.687033172944525825e-16
3.519000000000000000e+03	1.354002546999655275e-14	1.703587986085748319e-16
3.520000000000000000e+03	1.311317451038307877e-14	1.627934441943312541e-16
3.521000000000000000e+03	1.272441346013993346e-14	1.320830143348152462e-16
3.522000000000000000e+03	1.252792215547864989e-14	1.227039778603799380e-16
3.523000000000000000e+03	1.252208770573732495e-14	1.141810047425035289e-16
3.524000000000000000e+03	1.197552139009666853e-14	1.153769468725475012e-16
3.525000000000000000e+03	1.225991052089751384e-14	1.012938000382566811e-16
3.526000000000000000e+03	1.238272553648692626e-14	1.171064911481429795e-16
3.527000000000000000e+03	1.204602403685743938e-14	1.692159946410828799e-16
3.528000000000000000e+03	1.297376692024017576e-14	1.811435230028784427e-16
3.529000000000000000e+03	1.381744087087147337e-14	1.554996466399543592e-16
3.530000000000000000e+03	1.329734458408581908e-14	1.348062440746712376e-16
3.531000000000000000e+03	1.389193708369684163e-14	1.314822580891685634e-16
3.532000000000000000e+03	1.295620495185665916e-14	1.575062581684045349e-16
3.533000000000000000e+03	1.286452191153577166e-14	2.085772362240197622e-16
3.534000000000000000e+03	1.401225359997513175e-14	2.017855061690705051e-16
3.535000000000000000e+03	1.426099322495065285e-14	1.820810841573609868e-16
3.536000000000000000e+03	1.405615759282356003e-14	1.508465555503891458e-16
3.537000000000000000e+03	1.370783097692726682e-14	1.300184814733088645e-16
3.538000000000000000e+03	1.365977419841413234e-14	1.895334874500974810e-16
3.539000000000000000e+03	1.483767877444837990e-14	2.006024572120577054e-16
3.540000000000000000e+03	1.500677306530967537e-14	2.057252924357707742e-16
3.541000000000000000e+03	1.342033707369136298e-14	2.158068432180209758e-16
3.542000000000000000e+03	1.334918010966963974e-14	1.594184299241317676e-16
3.543000000000000000e+03	1.395270606852996894e-14	1.796194780783225019e-16
3.544000000000000000e+03	1.452605029739650361e-14	1.684238261805453675e-16
3.545000000000000000e+03	1.476066678005015408e-14	1.361951804044326463e-16
3.546000000000000000e+03	1.429748686137673672e-14	1.699840594751160255e-16
3.547000000000000000e+03	1.422469325065301967e-14	1.658048996685311568e-16
3.548000000000000000e+03	1.305502878709249425e-14	1.580653431669469865e-16
3.549000000000000000e+03	1.386473321101745878e-14	1.381812591465391066e-16
3.550000000000000000e+03	1.354498249301111896e-14	1.275269096627889694e-16
3.551000000000000000e+03	1.357034063186469464e-14	1.193953873311349503e-16
3.552000000000000000e+03	1.364663229436954101e-14	1.288278598002148184e-16
3.553000000000000000e+03	1.324584413590851053e-14	1.262185245725711282e-16
3.554000000000000000e+03	1.289431913671525203e-14	1.514766837807641491e-16
3.555000000000000000e+03	1.317396966032143304e-14	1.797802037888563520e-16
3.556000000000000000e+03	1.435909656286246698e-14	1.696323934621825656e-16
3.557000000000000000e+03	1.351836718207277711e-14	1.871522449883199372e-16
3.558000000000000000e+03	1.328683929663497704e-14	1.745699333337362262e-16
3.559000000000000000e+03	1.273132489732485540e-14	1.236076924890416593e-16
3.560000000000000000e+03	1.344973948601524111e-14	1.388824301581438399e-16
3.561000000000000000e+03	1.381280649200426793e-14	1.168501629153116115e-16
3.562000000000000000e+03	1.392149498441770748e-14	8.936502193009459500e-17
3.563000000000000000e+03	1.412927228349206843e-14	1.121448227449773309e-16
3.564000000000000000e+03	1.377746742050466655e-14	1.464593950528249641e-16
3.565000000000000000e+03	1.287431322640962517e-14	1.543215022010583858e-16
3.566000000000000000e+03	1.246063120386464977e-14	1.261433939102110875e-16
3.567000000000000000e+03	1.241274572692002076e-14	1.043266361956998447e-16
3.568000000000000000e+03	1.309932810255903653e-14	1.036909134194737004e-16
3.569000000000000000e+03	1.268752179670082473e-14	1.039415696248525074e-16
3.570000000000000000e+03	1.234552913557265644e-14	9.602262262147743180e-17
3.571000000000000000e+03	1.286839047839999046e-14	1.084565631138620298e-16
3.572000000000000000e+03	1.250381572081328532e-14	1.129030871173669935e-16
3.573000000000000000e+03	1.332310883437189463e-14	1.018159133361766513e-16
3.574000000000000000e+03	1.301970175037431076e-14	9.856392687195547877e-17
3.575000000000000000e+03	1.286633544177741876e-14	9.709067567996385159e-17
3.576000000000000000e+03	1.291651630499731489e-14	1.040834472751373217e-16
3.577000000000000000e+03	1.344423556332283530e-14	1.347768414391763587e-16
3.578000000000000000e+03	1.247992813833475050e-14	1.457574876896849176e-16
3.579000000000000000e+03	1.221533740606121660e-14	1.280695847365311361e-16
3.580000000000000000e+03	1.231022964714287017e-14	1.273352533885583605e-16
3.581000000000000000e+03	1.300041591372055901e-14	1.301042942530705522e-16
3.582000000000000000e+03	1.266884396100965465e-14	1.302075752544639641e-16
3.583000000000000000e+03	1.200785466276400020e-14	1.355765816791671541e-16
3.584000000000000000e+03	1.289648944165162856e-14	1.492031579181097270e-16
3.585000000000000000e+03	1.327042583197659249e-14	1.336479842205430862e-16
3.586000000000000000e+03	1.325012886659620484e-14	1.180691072396695180e-16
3.587000000000000000e+03	1.252929969723044617e-14	1.226370998172064689e-16
